type,subType,label,maturity,nature,spreadAsk,spreadBid,spreadMid
Rating,FIMMDA,PSL BBB,8Y,Zero coupon,4.02,4.02,4.02
Rating,FIMMDA,PSL BBB,9Y,Zero coupon,4.01,4.01,4.01
Rating,FIMMDA,PSL BBB,10Y,Zero coupon,4.0,4.0,4.0
Rating,FIMMDA,PSL BBB-,6M,Zero coupon,4.38,4.38,4.38
Rating,FIMMDA,PSL BBB-,1Y,Zero coupon,4.29,4.29,4.29
Rating,FIMMDA,PSL BBB-,2Y,Zero coupon,4.42,4.42,4.42
Rating,FIMMDA,PSL BBB-,3Y,Zero coupon,4.5,4.5,4.5
Rating,FIMMDA,PSL BBB-,4Y,Zero coupon,4.52,4.52,4.52
Rating,FIMMDA,PSL BBB-,5Y,Zero coupon,4.54,4.54,4.54
Rating,FIMMDA,PSL BBB-,6Y,Zero coupon,4.5,4.5,4.5
Rating,FIMMDA,PSL BBB-,7Y,Zero coupon,4.48,4.48,4.48
Rating,FIMMDA,PSL BBB-,8Y,Zero coupon,4.52,4.52,4.52
Rating,FIMMDA,PSL BBB-,9Y,Zero coupon,4.52,4.52,4.52
Rating,FIMMDA,PSL BBB-,10Y,Zero coupon,4.5,4.5,4.5
Rating,FIMMDA,PSL BB+,6M,Zero coupon,4.881,4.881,4.881
Rating,FIMMDA,PSL BB+,1Y,Zero coupon,4.79,4.79,4.79
Rating,FIMMDA,PSL BB+,2Y,Zero coupon,4.92,4.92,4.92
Rating,FIMMDA,PSL BB+,3Y,Zero coupon,5.0,5.0,5.0
Rating,FIMMDA,PSL BB+,4Y,Zero coupon,5.02,5.02,5.02
Rating,FIMMDA,PSL BB+,5Y,Zero coupon,5.04,5.04,5.04
Rating,FIMMDA,PSL BB+,6Y,Zero coupon,5.0,5.0,5.0
Rating,FIMMDA,PSL BB+,7Y,Zero coupon,4.98,4.98,4.98
Rating,FIMMDA,PSL BB+,8Y,Zero coupon,5.02,5.02,5.02
Rating,FIMMDA,PSL BB+,9Y,Zero coupon,5.03,5.03,5.03
Rating,FIMMDA,PSL BB+,10Y,Zero coupon,5.0,5.0,5.0
Rating,FIMMDA,PSL BB,6M,Zero coupon,5.381,5.381,5.381
Rating,FIMMDA,PSL BB,1Y,Zero coupon,5.29,5.29,5.29
Rating,FIMMDA,PSL BB,2Y,Zero coupon,5.42,5.42,5.42
Rating,FIMMDA,PSL BB,3Y,Zero coupon,5.5,5.5,5.5
Rating,FIMMDA,PSL BB,4Y,Zero coupon,5.52,5.52,5.52
Rating,FIMMDA,PSL BB,5Y,Zero coupon,5.54,5.54,5.54
Rating,FIMMDA,PSL BB,6Y,Zero coupon,5.5,5.5,5.5
Rating,FIMMDA,PSL BB,7Y,Zero coupon,5.48,5.48,5.48
Rating,FIMMDA,PSL BB,8Y,Zero coupon,5.52,5.52,5.52
Rating,FIMMDA,PSL BB,9Y,Zero coupon,5.54,5.54,5.54
Rating,FIMMDA,PSL BB,10Y,Zero coupon,5.5,5.5,5.5
Rating,FIMMDA,PSL Unrated,6M,Zero coupon,5.476,5.476,5.476
Rating,FIMMDA,PSL Unrated,1Y,Zero coupon,5.363,5.363,5.363
Rating,FIMMDA,PSL Unrated,2Y,Zero coupon,5.525,5.525,5.525
Rating,FIMMDA,PSL Unrated,3Y,Zero coupon,5.625,5.625,5.625
Rating,FIMMDA,PSL Unrated,4Y,Zero coupon,5.65,5.65,5.65
Rating,FIMMDA,PSL Unrated,5Y,Zero coupon,5.675,5.675,5.675
Rating,FIMMDA,PSL Unrated,6Y,Zero coupon,5.625,5.625,5.625
Rating,FIMMDA,PSL Unrated,7Y,Zero coupon,5.6,5.6,5.6
Rating,FIMMDA,PSL Unrated,8Y,Zero coupon,5.65,5.65,5.65
Rating,FIMMDA,PSL Unrated,9Y,Zero coupon,5.65,5.65,5.65
Rating,FIMMDA,PSL Unrated,10Y,Zero coupon,5.625,5.625,5.625
Rating,FIMMDA,SDL,6M,Zero coupon,0.25,0.25,0.25
Rating,FIMMDA,SDL,1Y,Zero coupon,0.25,0.25,0.25
Rating,FIMMDA,SDL,2Y,Zero coupon,0.25,0.25,0.25
Rating,FIMMDA,SDL,3Y,Zero coupon,0.25,0.25,0.25
Rating,FIMMDA,SDL,4Y,Zero coupon,0.25,0.25,0.25
Rating,FIMMDA,SDL,5Y,Zero coupon,0.25,0.25,0.25
Rating,FIMMDA,SDL,6Y,Zero coupon,0.25,0.25,0.25
Rating,FIMMDA,SDL,7Y,Zero coupon,0.25,0.25,0.25
Rating,FIMMDA,SDL,8Y,Zero coupon,0.25,0.25,0.25
Rating,FIMMDA,SDL,9Y,Zero coupon,0.25,0.25,0.25
Rating,FIMMDA,SDL,10Y,Zero coupon,0.25,0.25,0.25
Rating,FIMMDA,UDAY,6M,Zero coupon,0.5,0.5,0.5
Rating,FIMMDA,UDAY,1Y,Zero coupon,0.5,0.5,0.5
Rating,FIMMDA,UDAY,2Y,Zero coupon,0.5,0.5,0.5
Rating,FIMMDA,UDAY,3Y,Zero coupon,0.5,0.5,0.5
Rating,FIMMDA,UDAY,4Y,Zero coupon,0.5,0.5,0.5
Rating,FIMMDA,UDAY,5Y,Zero coupon,0.5,0.5,0.5
Rating,FIMMDA,UDAY,6Y,Zero coupon,0.5,0.5,0.5
Rating,FIMMDA,UDAY,7Y,Zero coupon,0.5,0.5,0.5
Rating,FIMMDA,UDAY,8Y,Zero coupon,0.5,0.5,0.5
Rating,FIMMDA,UDAY,9Y,Zero coupon,0.5,0.5,0.5
Rating,FIMMDA,UDAY,10Y,Zero coupon,0.5,0.5,0.5
Rating,FIMMDA,AT1 AAA,3Y,Zero coupon,1.5,1.5,1.5
Rating,FIMMDA,AT1 AAA,4Y,Zero coupon,1.5,1.5,1.5
Rating,FIMMDA,AT1 AAA,5Y,Zero coupon,1.5,1.5,1.5
Rating,FIMMDA,AT1 AAA,7Y,Zero coupon,2.11,2.11,2.11
Rating,FIMMDA,AT1 AAA,8Y,Zero coupon,2.11,2.11,2.11
Rating,FIMMDA,AT1 AAA,9Y,Zero coupon,2.11,2.11,2.11
Rating,FIMMDA,AT1 AAA,10Y,Zero coupon,2.11,2.11,2.11
Rating,FIMMDA,AT1 AA+,3Y,Zero coupon,1.5,1.5,1.5
Rating,FIMMDA,AT1 AA+,4Y,Zero coupon,1.5,1.5,1.5
Rating,FIMMDA,AT1 AA+,5Y,Zero coupon,1.5,1.5,1.5
Rating,FIMMDA,AT1 AA+,7Y,Zero coupon,2.11,2.11,2.11
Rating,FIMMDA,AT1 AA+,8Y,Zero coupon,2.11,2.11,2.11
Rating,FIMMDA,AT1 AA+,9Y,Zero coupon,2.11,2.11,2.11
Rating,FIMMDA,AT1 AA+,10Y,Zero coupon,2.11,2.11,2.11
Rating,FIMMDA,AT1 AA,3Y,Zero coupon,1.5,1.5,1.5
Rating,FIMMDA,AT1 AA,4Y,Zero coupon,1.5,1.5,1.5
Rating,FIMMDA,AT1 AA,5Y,Zero coupon,1.5,1.5,1.5
Rating,FIMMDA,AT1 AA,7Y,Zero coupon,2.11,2.11,2.11
Rating,FIMMDA,AT1 AA,8Y,Zero coupon,2.11,2.11,2.11
Rating,FIMMDA,AT1 AA,9Y,Zero coupon,2.11,2.11,2.11
Rating,FIMMDA,AT1 AA,10Y,Zero coupon,2.11,2.11,2.11
Rating,FIMMDA,AT1 AA-,3Y,Zero coupon,3.53,3.53,3.53
Rating,FIMMDA,AT1 AA-,4Y,Zero coupon,3.53,3.53,3.53
Rating,FIMMDA,AT1 AA-,5Y,Zero coupon,3.53,3.53,3.53
Rating,FIMMDA,AT1 AA-,7Y,Zero coupon,2.84,2.84,2.84
Rating,FIMMDA,AT1 AA-,8Y,Zero coupon,2.84,2.84,2.84
Rating,FIMMDA,AT1 AA-,9Y,Zero coupon,2.84,2.84,2.84
Rating,FIMMDA,AT1 AA-,10Y,Zero coupon,2.84,2.84,2.84
Rating,FIMMDA,AT1 A+,3Y,Zero coupon,3.53,3.53,3.53
Rating,FIMMDA,AT1 A+,4Y,Zero coupon,3.53,3.53,3.53
Rating,FIMMDA,AT1 A+,5Y,Zero coupon,3.53,3.53,3.53
Rating,FIMMDA,AT1 A+,7Y,Zero coupon,2.84,2.84,2.84
Rating,FIMMDA,AT1 A+,8Y,Zero coupon,2.84,2.84,2.84
Rating,FIMMDA,AT1 A+,9Y,Zero coupon,2.84,2.84,2.84
Rating,FIMMDA,AT1 A+,10Y,Zero coupon,2.84,2.84,2.84
Rating,FIMMDA,AT1 A,3Y,Zero coupon,3.53,3.53,3.53
Rating,FIMMDA,AT1 A,4Y,Zero coupon,3.53,3.53,3.53
Rating,FIMMDA,AT1 A,5Y,Zero coupon,3.53,3.53,3.53
Rating,FIMMDA,AT1 A,7Y,Zero coupon,2.84,2.84,2.84
Rating,FIMMDA,AT1 A,8Y,Zero coupon,2.84,2.84,2.84
Rating,FIMMDA,AT1 A,9Y,Zero coupon,2.84,2.84,2.84
Rating,FIMMDA,AT1 A,10Y,Zero coupon,2.84,2.84,2.84
Rating,FIMMDA,AT1 A-,3Y,Zero coupon,3.53,3.53,3.53
Rating,FIMMDA,AT1 A-,4Y,Zero coupon,3.53,3.53,3.53
Rating,FIMMDA,AT1 A-,5Y,Zero coupon,3.53,3.53,3.53
Rating,FIMMDA,AT1 A-,7Y,Zero coupon,2.84,2.84,2.84
Rating,FIMMDA,AT1 A-,8Y,Zero coupon,2.84,2.84,2.84
Rating,FIMMDA,AT1 A-,9Y,Zero coupon,2.84,2.84,2.84
Rating,FIMMDA,AT1 A-,10Y,Zero coupon,2.84,2.84,2.84
Rating,FIMMDA,AT1 BBB+,3Y,Zero coupon,3.53,3.53,3.53
Rating,FIMMDA,AT1 BBB+,4Y,Zero coupon,3.53,3.53,3.53
Rating,FIMMDA,AT1 BBB+,5Y,Zero coupon,3.53,3.53,3.53
Rating,FIMMDA,AT1 BBB+,7Y,Zero coupon,2.84,2.84,2.84
Rating,FIMMDA,AT1 BBB+,8Y,Zero coupon,2.84,2.84,2.84
Rating,FIMMDA,AT1 BBB+,9Y,Zero coupon,2.84,2.84,2.84
Rating,FIMMDA,AT1 BBB+,10Y,Zero coupon,2.84,2.84,2.84
Rating,FIMMDA,AT1 BBB,3Y,Zero coupon,3.53,3.53,3.53
Rating,FIMMDA,AT1 BBB,4Y,Zero coupon,3.53,3.53,3.53
Rating,FIMMDA,AT1 BBB,5Y,Zero coupon,3.53,3.53,3.53
Rating,FIMMDA,AT1 BBB,7Y,Zero coupon,2.84,2.84,2.84
Rating,FIMMDA,AT1 BBB,8Y,Zero coupon,2.84,2.84,2.84
Rating,FIMMDA,AT1 BBB,9Y,Zero coupon,2.84,2.84,2.84
Rating,FIMMDA,AT1 BBB,10Y,Zero coupon,2.84,2.84,2.84
Rating,FIMMDA,AT1 BBB-,3Y,Zero coupon,3.53,3.53,3.53
Rating,FIMMDA,AT1 BBB-,4Y,Zero coupon,3.53,3.53,3.53
Rating,FIMMDA,AT1 BBB-,5Y,Zero coupon,3.53,3.53,3.53
Rating,FIMMDA,AT1 BBB-,7Y,Zero coupon,2.84,2.84,2.84
Rating,FIMMDA,AT1 BBB-,8Y,Zero coupon,2.84,2.84,2.84
Rating,FIMMDA,AT1 BBB-,9Y,Zero coupon,2.84,2.84,2.84
Rating,FIMMDA,AT1 BBB-,10Y,Zero coupon,2.84,2.84,2.84
Rating,FIMMDA,AT1 BB+,3Y,Zero coupon,3.526,3.526,3.526
Rating,FIMMDA,AT1 BB+,4Y,Zero coupon,3.526,3.526,3.526
Rating,FIMMDA,AT1 BB+,5Y,Zero coupon,3.526,3.526,3.526
Rating,FIMMDA,AT1 BB+,7Y,Zero coupon,2.837,2.837,2.837
Rating,FIMMDA,AT1 BB+,8Y,Zero coupon,2.837,2.837,2.837
Rating,FIMMDA,AT1 BB+,9Y,Zero coupon,2.837,2.837,2.837
Rating,FIMMDA,AT1 BB+,10Y,Zero coupon,2.837,2.837,2.837
Rating,FIMMDA,AT1 BB,3Y,Zero coupon,3.526,3.526,3.526
Rating,FIMMDA,AT1 BB,4Y,Zero coupon,3.526,3.526,3.526
Rating,FIMMDA,AT1 BB,5Y,Zero coupon,3.526,3.526,3.526
Rating,FIMMDA,AT1 BB,7Y,Zero coupon,2.837,2.837,2.837
Rating,FIMMDA,AT1 BB,8Y,Zero coupon,2.837,2.837,2.837
Rating,FIMMDA,AT1 BB,9Y,Zero coupon,2.837,2.837,2.837
Rating,FIMMDA,AT1 BB,10Y,Zero coupon,2.837,2.837,2.837
Rating,FIMMDA,AT1 Unrated,3Y,Zero coupon,4.408,4.408,4.408
Rating,FIMMDA,AT1 Unrated,4Y,Zero coupon,4.408,4.408,4.408
Rating,FIMMDA,AT1 Unrated,5Y,Zero coupon,4.408,4.408,4.408
Rating,FIMMDA,AT1 Unrated,7Y,Zero coupon,3.546,3.546,3.546
Rating,FIMMDA,AT1 Unrated,8Y,Zero coupon,3.546,3.546,3.546
Rating,FIMMDA,AT1 Unrated,9Y,Zero coupon,3.546,3.546,3.546
Rating,FIMMDA,AT1 Unrated,10Y,Zero coupon,3.546,3.546,3.546
