type,subType,label,maturity,nature,spreadAsk,spreadBid,spreadMid
Rating,FIMMDA,CORP A+,5Y,Zero coupon,2.88,2.88,2.88
Rating,FIMMDA,CORP A+,6Y,Zero coupon,2.86,2.86,2.86
Rating,FIMMDA,CORP A+,7Y,Zero coupon,2.85,2.85,2.85
Rating,FIMMDA,CORP A+,8Y,Zero coupon,2.9,2.9,2.9
Rating,FIMMDA,CORP A+,9Y,Zero coupon,2.91,2.91,2.91
Rating,FIMMDA,CORP A+,10Y,Zero coupon,2.93,2.93,2.93
Rating,FIMMDA,CORP A,6M,Zero coupon,2.91,2.91,2.91
Rating,FIMMDA,CORP A,1Y,Zero coupon,2.82,2.82,2.82
Rating,FIMMDA,CORP A,2Y,Zero coupon,2.93,2.93,2.93
Rating,FIMMDA,CORP A,3Y,Zero coupon,3.0,3.0,3.0
Rating,FIMMDA,CORP A,4Y,Zero coupon,3.06,3.06,3.06
Rating,FIMMDA,CORP A,5Y,Zero coupon,3.13,3.13,3.13
Rating,FIMMDA,CORP A,6Y,Zero coupon,3.11,3.11,3.11
Rating,FIMMDA,CORP A,7Y,Zero coupon,3.1,3.1,3.1
Rating,FIMMDA,CORP A,8Y,Zero coupon,3.16,3.16,3.16
Rating,FIMMDA,CORP A,9Y,Zero coupon,3.16,3.16,3.16
Rating,FIMMDA,CORP A,10Y,Zero coupon,3.18,3.18,3.18
Rating,FIMMDA,CORP A-,6M,Zero coupon,3.41,3.41,3.41
Rating,FIMMDA,CORP A-,1Y,Zero coupon,3.32,3.32,3.32
Rating,FIMMDA,CORP A-,2Y,Zero coupon,3.43,3.43,3.43
Rating,FIMMDA,CORP A-,3Y,Zero coupon,3.5,3.5,3.5
Rating,FIMMDA,CORP A-,4Y,Zero coupon,3.56,3.56,3.56
Rating,FIMMDA,CORP A-,5Y,Zero coupon,3.63,3.63,3.63
Rating,FIMMDA,CORP A-,6Y,Zero coupon,3.62,3.62,3.62
Rating,FIMMDA,CORP A-,7Y,Zero coupon,3.61,3.61,3.61
Rating,FIMMDA,CORP A-,8Y,Zero coupon,3.67,3.67,3.67
Rating,FIMMDA,CORP A-,9Y,Zero coupon,3.66,3.66,3.66
Rating,FIMMDA,CORP A-,10Y,Zero coupon,3.69,3.69,3.69
Rating,FIMMDA,CORP BBB+,6M,Zero coupon,3.41,3.41,3.41
Rating,FIMMDA,CORP BBB+,1Y,Zero coupon,3.32,3.32,3.32
Rating,FIMMDA,CORP BBB+,2Y,Zero coupon,3.43,3.43,3.43
Rating,FIMMDA,CORP BBB+,3Y,Zero coupon,3.5,3.5,3.5
Rating,FIMMDA,CORP BBB+,4Y,Zero coupon,3.56,3.56,3.56
Rating,FIMMDA,CORP BBB+,5Y,Zero coupon,3.63,3.63,3.63
Rating,FIMMDA,CORP BBB+,6Y,Zero coupon,3.62,3.62,3.62
Rating,FIMMDA,CORP BBB+,7Y,Zero coupon,3.61,3.61,3.61
Rating,FIMMDA,CORP BBB+,8Y,Zero coupon,3.67,3.67,3.67
Rating,FIMMDA,CORP BBB+,9Y,Zero coupon,3.66,3.66,3.66
Rating,FIMMDA,CORP BBB+,10Y,Zero coupon,3.69,3.69,3.69
Rating,FIMMDA,CORP BBB,6M,Zero coupon,3.66,3.66,3.66
Rating,FIMMDA,CORP BBB,1Y,Zero coupon,3.57,3.57,3.57
Rating,FIMMDA,CORP BBB,2Y,Zero coupon,3.68,3.68,3.68
Rating,FIMMDA,CORP BBB,3Y,Zero coupon,3.75,3.75,3.75
Rating,FIMMDA,CORP BBB,4Y,Zero coupon,3.81,3.81,3.81
Rating,FIMMDA,CORP BBB,5Y,Zero coupon,3.89,3.89,3.89
Rating,FIMMDA,CORP BBB,6Y,Zero coupon,3.87,3.87,3.87
Rating,FIMMDA,CORP BBB,7Y,Zero coupon,3.86,3.86,3.86
Rating,FIMMDA,CORP BBB,8Y,Zero coupon,3.92,3.92,3.92
Rating,FIMMDA,CORP BBB,9Y,Zero coupon,3.92,3.92,3.92
Rating,FIMMDA,CORP BBB,10Y,Zero coupon,3.94,3.94,3.94
Rating,FIMMDA,CORP BBB-,6M,Zero coupon,4.41,4.41,4.41
Rating,FIMMDA,CORP BBB-,1Y,Zero coupon,4.32,4.32,4.32
Rating,FIMMDA,CORP BBB-,2Y,Zero coupon,4.43,4.43,4.43
Rating,FIMMDA,CORP BBB-,3Y,Zero coupon,4.5,4.5,4.5
Rating,FIMMDA,CORP BBB-,4Y,Zero coupon,4.56,4.56,4.56
Rating,FIMMDA,CORP BBB-,5Y,Zero coupon,4.64,4.64,4.64
Rating,FIMMDA,CORP BBB-,6Y,Zero coupon,4.62,4.62,4.62
Rating,FIMMDA,CORP BBB-,7Y,Zero coupon,4.61,4.61,4.61
Rating,FIMMDA,CORP BBB-,8Y,Zero coupon,4.68,4.68,4.68
Rating,FIMMDA,CORP BBB-,9Y,Zero coupon,4.67,4.67,4.67
Rating,FIMMDA,CORP BBB-,10Y,Zero coupon,4.7,4.7,4.7
Rating,FIMMDA,CORP BB+,6M,Zero coupon,5.161,5.161,5.161
Rating,FIMMDA,CORP BB+,1Y,Zero coupon,5.07,5.07,5.07
Rating,FIMMDA,CORP BB+,2Y,Zero coupon,5.18,5.18,5.18
Rating,FIMMDA,CORP BB+,3Y,Zero coupon,5.25,5.25,5.25
Rating,FIMMDA,CORP BB+,4Y,Zero coupon,5.31,5.31,5.31
Rating,FIMMDA,CORP BB+,5Y,Zero coupon,5.39,5.39,5.39
Rating,FIMMDA,CORP BB+,6Y,Zero coupon,5.37,5.37,5.37
Rating,FIMMDA,CORP BB+,7Y,Zero coupon,5.36,5.36,5.36
Rating,FIMMDA,CORP BB+,8Y,Zero coupon,5.44,5.44,5.44
Rating,FIMMDA,CORP BB+,9Y,Zero coupon,5.42,5.42,5.42
Rating,FIMMDA,CORP BB+,10Y,Zero coupon,5.46,5.46,5.46
Rating,FIMMDA,CORP BB,6M,Zero coupon,5.911,5.911,5.911
Rating,FIMMDA,CORP BB,1Y,Zero coupon,5.82,5.82,5.82
Rating,FIMMDA,CORP BB,2Y,Zero coupon,5.93,5.93,5.93
Rating,FIMMDA,CORP BB,3Y,Zero coupon,6.0,6.0,6.0
Rating,FIMMDA,CORP BB,4Y,Zero coupon,6.06,6.06,6.06
Rating,FIMMDA,CORP BB,5Y,Zero coupon,6.14,6.14,6.14
Rating,FIMMDA,CORP BB,6Y,Zero coupon,6.12,6.12,6.12
Rating,FIMMDA,CORP BB,7Y,Zero coupon,6.11,6.11,6.11
Rating,FIMMDA,CORP BB,8Y,Zero coupon,6.2,6.2,6.2
Rating,FIMMDA,CORP BB,9Y,Zero coupon,6.17,6.17,6.17
Rating,FIMMDA,CORP BB,10Y,Zero coupon,6.22,6.22,6.22
Rating,FIMMDA,CORP Unrated,6M,Zero coupon,5.514,5.514,5.514
Rating,FIMMDA,CORP Unrated,1Y,Zero coupon,5.4,5.4,5.4
Rating,FIMMDA,CORP Unrated,2Y,Zero coupon,5.538,5.538,5.538
Rating,FIMMDA,CORP Unrated,3Y,Zero coupon,5.625,5.625,5.625
Rating,FIMMDA,CORP Unrated,4Y,Zero coupon,5.7,5.7,5.7
Rating,FIMMDA,CORP Unrated,5Y,Zero coupon,5.8,5.8,5.8
Rating,FIMMDA,CORP Unrated,6Y,Zero coupon,5.775,5.775,5.775
Rating,FIMMDA,CORP Unrated,7Y,Zero coupon,5.763,5.763,5.763
Rating,FIMMDA,CORP Unrated,8Y,Zero coupon,5.85,5.85,5.85
Rating,FIMMDA,CORP Unrated,9Y,Zero coupon,5.838,5.838,5.838
Rating,FIMMDA,CORP Unrated,10Y,Zero coupon,5.875,5.875,5.875
Rating,FIMMDA,CORP,6M,Zero coupon,0.005,0.005,0.005
Rating,FIMMDA,CORP,1Y,Zero coupon,0.006,0.006,0.006
Rating,FIMMDA,CORP,2Y,Zero coupon,0.02,0.02,0.02
Rating,FIMMDA,CORP,3Y,Zero coupon,0.03,0.03,0.03
Rating,FIMMDA,CORP,4Y,Zero coupon,0.04,0.04,0.04
Rating,FIMMDA,CORP,5Y,Zero coupon,0.05,0.05,0.05
Rating,FIMMDA,CORP,6Y,Zero coupon,0.06,0.06,0.06
Rating,FIMMDA,CORP,7Y,Zero coupon,0.07,0.07,0.07
Rating,FIMMDA,CORP,8Y,Zero coupon,0.08,0.08,0.08
Rating,FIMMDA,CORP,9Y,Zero coupon,0.09,0.09,0.09
Rating,FIMMDA,CORP,10Y,Zero coupon,0.1,0.1,0.1
Rating,FIMMDA,CORP AAA,6M,Zero coupon,1.14,1.14,1.14
Rating,FIMMDA,CORP AAA,1Y,Zero coupon,1.05,1.05,1.05
Rating,FIMMDA,CORP AAA,2Y,Zero coupon,1.17,1.17,1.17
Rating,FIMMDA,CORP AAA,3Y,Zero coupon,1.25,1.25,1.25
Rating,FIMMDA,CORP AAA,4Y,Zero coupon,1.19,1.19,1.19
Rating,FIMMDA,CORP AAA,5Y,Zero coupon,1.15,1.15,1.15
Rating,FIMMDA,CORP AAA,6Y,Zero coupon,1.11,1.11,1.11
Rating,FIMMDA,CORP AAA,7Y,Zero coupon,1.06,1.06,1.06
Rating,FIMMDA,CORP AAA,8Y,Zero coupon,1.07,1.07,1.07
Rating,FIMMDA,CORP AAA,9Y,Zero coupon,1.06,1.06,1.06
Rating,FIMMDA,CORP AAA,10Y,Zero coupon,1.05,1.05,1.05
Rating,FIMMDA,CORP AA+,6M,Zero coupon,1.36,1.36,1.36
Rating,FIMMDA,CORP AA+,1Y,Zero coupon,1.27,1.27,1.27
Rating,FIMMDA,CORP AA+,2Y,Zero coupon,1.36,1.36,1.36
Rating,FIMMDA,CORP AA+,3Y,Zero coupon,1.4,1.4,1.4
Rating,FIMMDA,CORP AA+,4Y,Zero coupon,1.43,1.43,1.43
Rating,FIMMDA,CORP AA+,5Y,Zero coupon,1.47,1.47,1.47
Rating,FIMMDA,CORP AA+,6Y,Zero coupon,1.41,1.41,1.41
Rating,FIMMDA,CORP AA+,7Y,Zero coupon,1.37,1.37,1.37
Rating,FIMMDA,CORP AA+,8Y,Zero coupon,1.36,1.36,1.36
Rating,FIMMDA,CORP AA+,9Y,Zero coupon,1.35,1.35,1.35
Rating,FIMMDA,CORP AA+,10Y,Zero coupon,1.34,1.34,1.34
Rating,FIMMDA,CORP AA,6M,Zero coupon,1.61,1.61,1.61
Rating,FIMMDA,CORP AA,1Y,Zero coupon,1.52,1.52,1.52
Rating,FIMMDA,CORP AA,2Y,Zero coupon,1.63,1.63,1.63
Rating,FIMMDA,CORP AA,3Y,Zero coupon,1.69,1.69,1.69
Rating,FIMMDA,CORP AA,4Y,Zero coupon,1.72,1.72,1.72
Rating,FIMMDA,CORP AA,5Y,Zero coupon,1.75,1.75,1.75
Rating,FIMMDA,CORP AA,6Y,Zero coupon,1.7,1.7,1.7
Rating,FIMMDA,CORP AA,7Y,Zero coupon,1.65,1.65,1.65
Rating,FIMMDA,CORP AA,8Y,Zero coupon,1.66,1.66,1.66
Rating,FIMMDA,CORP AA,9Y,Zero coupon,1.64,1.64,1.64
Rating,FIMMDA,CORP AA,10Y,Zero coupon,1.63,1.63,1.63
Rating,FIMMDA,CORP AA-,6M,Zero coupon,1.88,1.88,1.88
Rating,FIMMDA,CORP AA-,1Y,Zero coupon,1.79,1.79,1.79
Rating,FIMMDA,CORP AA-,2Y,Zero coupon,1.92,1.92,1.92
Rating,FIMMDA,CORP AA-,3Y,Zero coupon,1.99,1.99,1.99
Rating,FIMMDA,CORP AA-,4Y,Zero coupon,2.01,2.01,2.01
Rating,FIMMDA,CORP AA-,5Y,Zero coupon,2.04,2.04,2.04
Rating,FIMMDA,CORP AA-,6Y,Zero coupon,1.99,1.99,1.99
Rating,FIMMDA,CORP AA-,7Y,Zero coupon,1.97,1.97,1.97
Rating,FIMMDA,CORP AA-,8Y,Zero coupon,1.99,1.99,1.99
Rating,FIMMDA,CORP AA-,9Y,Zero coupon,2.0,2.0,2.0
Rating,FIMMDA,CORP AA-,10Y,Zero coupon,1.99,1.99,1.99
Rating,FIMMDA,CORP A+,6M,Zero coupon,2.66,2.66,2.66
Rating,FIMMDA,CORP A+,1Y,Zero coupon,2.57,2.57,2.57
Rating,FIMMDA,CORP A+,2Y,Zero coupon,2.68,2.68,2.68
Rating,FIMMDA,CORP A+,3Y,Zero coupon,2.75,2.75,2.75
Rating,FIMMDA,CORP A+,4Y,Zero coupon,2.81,2.81,2.81
Rating,FIMMDA,CORP A+,5Y,Zero coupon,2.88,2.88,2.88
Rating,FIMMDA,CORP A+,6Y,Zero coupon,2.86,2.86,2.86
Rating,FIMMDA,CORP A+,7Y,Zero coupon,2.85,2.85,2.85
Rating,FIMMDA,CORP A+,8Y,Zero coupon,2.9,2.9,2.9
Rating,FIMMDA,CORP A+,9Y,Zero coupon,2.91,2.91,2.91
Rating,FIMMDA,CORP A+,10Y,Zero coupon,2.93,2.93,2.93
Rating,FIMMDA,CORP A,6M,Zero coupon,3.13,3.13,3.13
Rating,FIMMDA,CORP A,1Y,Zero coupon,3.04,3.04,3.04
Rating,FIMMDA,CORP A,2Y,Zero coupon,3.17,3.17,3.17
Rating,FIMMDA,CORP A,3Y,Zero coupon,3.25,3.25,3.25
Rating,FIMMDA,CORP A,4Y,Zero coupon,3.26,3.26,3.26
Rating,FIMMDA,CORP A,5Y,Zero coupon,3.29,3.29,3.29
Rating,FIMMDA,CORP A,6Y,Zero coupon,3.25,3.25,3.25
Rating,FIMMDA,CORP A,7Y,Zero coupon,3.23,3.23,3.23
Rating,FIMMDA,CORP A,8Y,Zero coupon,3.26,3.26,3.26
Rating,FIMMDA,CORP A,9Y,Zero coupon,3.26,3.26,3.26
Rating,FIMMDA,CORP A,10Y,Zero coupon,3.25,3.25,3.25
Rating,FIMMDA,CORP A-,6M,Zero coupon,3.63,3.63,3.63
Rating,FIMMDA,CORP A-,1Y,Zero coupon,3.54,3.54,3.54
Rating,FIMMDA,CORP A-,2Y,Zero coupon,3.67,3.67,3.67
Rating,FIMMDA,CORP A-,3Y,Zero coupon,3.75,3.75,3.75
Rating,FIMMDA,CORP A-,4Y,Zero coupon,3.77,3.77,3.77
Rating,FIMMDA,CORP A-,5Y,Zero coupon,3.79,3.79,3.79
Rating,FIMMDA,CORP A-,6Y,Zero coupon,3.75,3.75,3.75
Rating,FIMMDA,CORP A-,7Y,Zero coupon,3.73,3.73,3.73
Rating,FIMMDA,CORP A-,8Y,Zero coupon,3.76,3.76,3.76
Rating,FIMMDA,CORP A-,9Y,Zero coupon,3.76,3.76,3.76
Rating,FIMMDA,CORP A-,10Y,Zero coupon,3.75,3.75,3.75
Rating,FIMMDA,CORP BBB+,6M,Zero coupon,3.63,3.63,3.63
Rating,FIMMDA,CORP BBB+,1Y,Zero coupon,3.54,3.54,3.54
Rating,FIMMDA,CORP BBB+,2Y,Zero coupon,3.67,3.67,3.67
Rating,FIMMDA,CORP BBB+,3Y,Zero coupon,3.75,3.75,3.75
Rating,FIMMDA,CORP BBB+,4Y,Zero coupon,3.77,3.77,3.77
Rating,FIMMDA,CORP BBB+,5Y,Zero coupon,3.79,3.79,3.79
Rating,FIMMDA,CORP BBB+,6Y,Zero coupon,3.75,3.75,3.75
Rating,FIMMDA,CORP BBB+,7Y,Zero coupon,3.73,3.73,3.73
Rating,FIMMDA,CORP BBB+,8Y,Zero coupon,3.76,3.76,3.76
Rating,FIMMDA,CORP BBB+,9Y,Zero coupon,3.76,3.76,3.76
Rating,FIMMDA,CORP BBB+,10Y,Zero coupon,3.75,3.75,3.75
Rating,FIMMDA,CORP BBB,6M,Zero coupon,3.88,3.88,3.88
Rating,FIMMDA,CORP BBB,1Y,Zero coupon,3.79,3.79,3.79
Rating,FIMMDA,CORP BBB,2Y,Zero coupon,3.92,3.92,3.92
Rating,FIMMDA,CORP BBB,3Y,Zero coupon,4.0,4.0,4.0
Rating,FIMMDA,CORP BBB,4Y,Zero coupon,4.02,4.02,4.02
Rating,FIMMDA,CORP BBB,5Y,Zero coupon,4.04,4.04,4.04
Rating,FIMMDA,CORP BBB,6Y,Zero coupon,4.0,4.0,4.0
Rating,FIMMDA,CORP BBB,7Y,Zero coupon,3.98,3.98,3.98
Rating,FIMMDA,CORP BBB,8Y,Zero coupon,4.02,4.02,4.02
Rating,FIMMDA,CORP BBB,9Y,Zero coupon,4.01,4.01,4.01
Rating,FIMMDA,CORP BBB,10Y,Zero coupon,4.0,4.0,4.0
Rating,FIMMDA,CORP BBB-,6M,Zero coupon,4.41,4.41,4.41
Rating,FIMMDA,CORP BBB-,1Y,Zero coupon,4.32,4.32,4.32
Rating,FIMMDA,CORP BBB-,2Y,Zero coupon,4.43,4.43,4.43
Rating,FIMMDA,CORP BBB-,3Y,Zero coupon,4.5,4.5,4.5
Rating,FIMMDA,CORP BBB-,4Y,Zero coupon,4.56,4.56,4.56
Rating,FIMMDA,CORP BBB-,5Y,Zero coupon,4.64,4.64,4.64
Rating,FIMMDA,CORP BBB-,6Y,Zero coupon,4.62,4.62,4.62
Rating,FIMMDA,CORP BBB-,7Y,Zero coupon,4.61,4.61,4.61
Rating,FIMMDA,CORP BBB-,8Y,Zero coupon,4.68,4.68,4.68
Rating,FIMMDA,CORP BBB-,9Y,Zero coupon,4.67,4.67,4.67
Rating,FIMMDA,CORP BBB-,10Y,Zero coupon,4.7,4.7,4.7
Rating,FIMMDA,CORP BB+,6M,Zero coupon,5.16,5.16,5.16
Rating,FIMMDA,CORP BB+,1Y,Zero coupon,5.07,5.07,5.07
Rating,FIMMDA,CORP BB+,2Y,Zero coupon,5.18,5.18,5.18
Rating,FIMMDA,CORP BB+,3Y,Zero coupon,5.25,5.25,5.25
Rating,FIMMDA,CORP BB+,4Y,Zero coupon,5.31,5.31,5.31
Rating,FIMMDA,CORP BB+,5Y,Zero coupon,5.39,5.39,5.39
Rating,FIMMDA,CORP BB+,6Y,Zero coupon,5.37,5.37,5.37
Rating,FIMMDA,CORP BB+,7Y,Zero coupon,5.36,5.36,5.36
Rating,FIMMDA,CORP BB+,8Y,Zero coupon,5.44,5.44,5.44
Rating,FIMMDA,CORP BB+,9Y,Zero coupon,5.42,5.42,5.42
Rating,FIMMDA,CORP BB+,10Y,Zero coupon,5.46,5.46,5.46
Rating,FIMMDA,CORP BB,6M,Zero coupon,5.91,5.91,5.91
Rating,FIMMDA,CORP BB,1Y,Zero coupon,5.82,5.82,5.82
Rating,FIMMDA,CORP BB,2Y,Zero coupon,5.93,5.93,5.93
Rating,FIMMDA,CORP BB,3Y,Zero coupon,6.0,6.0,6.0
Rating,FIMMDA,CORP BB,4Y,Zero coupon,6.06,6.06,6.06
Rating,FIMMDA,CORP BB,5Y,Zero coupon,6.14,6.14,6.14
Rating,FIMMDA,CORP BB,6Y,Zero coupon,6.12,6.12,6.12
Rating,FIMMDA,CORP BB,7Y,Zero coupon,6.11,6.11,6.11
Rating,FIMMDA,CORP BB,8Y,Zero coupon,6.2,6.2,6.2
Rating,FIMMDA,CORP BB,9Y,Zero coupon,6.17,6.17,6.17
Rating,FIMMDA,CORP BB,10Y,Zero coupon,6.22,6.22,6.22
Rating,FIMMDA,CORP Unrated,6M,Zero coupon,5.51,5.51,5.51
Rating,FIMMDA,CORP Unrated,1Y,Zero coupon,5.4,5.4,5.4
Rating,FIMMDA,CORP Unrated,2Y,Zero coupon,5.54,5.54,5.54
Rating,FIMMDA,CORP Unrated,3Y,Zero coupon,5.63,5.63,5.63
Rating,FIMMDA,CORP Unrated,4Y,Zero coupon,5.7,5.7,5.7
Rating,FIMMDA,CORP Unrated,5Y,Zero coupon,5.8,5.8,5.8
Rating,FIMMDA,CORP Unrated,6Y,Zero coupon,5.78,5.78,5.78
Rating,FIMMDA,CORP Unrated,7Y,Zero coupon,5.76,5.76,5.76
Rating,FIMMDA,CORP Unrated,8Y,Zero coupon,5.85,5.85,5.85
Rating,FIMMDA,CORP Unrated,9Y,Zero coupon,5.84,5.84,5.84
Rating,FIMMDA,CORP Unrated,10Y,Zero coupon,5.88,5.88,5.88
Rating,FIMMDA,PSL AAA,6M,Zero coupon,1.14,1.14,1.14
Rating,FIMMDA,PSL AAA,1Y,Zero coupon,1.05,1.05,1.05
Rating,FIMMDA,PSL AAA,2Y,Zero coupon,1.17,1.17,1.17
Rating,FIMMDA,PSL AAA,3Y,Zero coupon,1.25,1.25,1.25
Rating,FIMMDA,PSL AAA,4Y,Zero coupon,1.19,1.19,1.19
Rating,FIMMDA,PSL AAA,5Y,Zero coupon,1.15,1.15,1.15
Rating,FIMMDA,PSL AAA,6Y,Zero coupon,1.11,1.11,1.11
Rating,FIMMDA,PSL AAA,7Y,Zero coupon,1.06,1.06,1.06
Rating,FIMMDA,PSL AAA,8Y,Zero coupon,1.07,1.07,1.07
Rating,FIMMDA,PSL AAA,9Y,Zero coupon,1.06,1.06,1.06
Rating,FIMMDA,PSL AAA,10Y,Zero coupon,1.05,1.05,1.05
Rating,FIMMDA,PSL AA+,6M,Zero coupon,1.36,1.36,1.36
Rating,FIMMDA,PSL AA+,1Y,Zero coupon,1.27,1.27,1.27
Rating,FIMMDA,PSL AA+,2Y,Zero coupon,1.36,1.36,1.36
Rating,FIMMDA,PSL AA+,3Y,Zero coupon,1.4,1.4,1.4
Rating,FIMMDA,PSL AA+,4Y,Zero coupon,1.43,1.43,1.43
Rating,FIMMDA,PSL AA+,5Y,Zero coupon,1.47,1.47,1.47
Rating,FIMMDA,PSL AA+,6Y,Zero coupon,1.41,1.41,1.41
Rating,FIMMDA,PSL AA+,7Y,Zero coupon,1.37,1.37,1.37
Rating,FIMMDA,PSL AA+,8Y,Zero coupon,1.36,1.36,1.36
Rating,FIMMDA,PSL AA+,9Y,Zero coupon,1.35,1.35,1.35
Rating,FIMMDA,PSL AA+,10Y,Zero coupon,1.34,1.34,1.34
Rating,FIMMDA,PSL AA,6M,Zero coupon,1.61,1.61,1.61
Rating,FIMMDA,PSL AA,1Y,Zero coupon,1.52,1.52,1.52
Rating,FIMMDA,PSL AA,2Y,Zero coupon,1.63,1.63,1.63
Rating,FIMMDA,PSL AA,3Y,Zero coupon,1.69,1.69,1.69
Rating,FIMMDA,PSL AA,4Y,Zero coupon,1.72,1.72,1.72
Rating,FIMMDA,PSL AA,5Y,Zero coupon,1.75,1.75,1.75
Rating,FIMMDA,PSL AA,6Y,Zero coupon,1.7,1.7,1.7
Rating,FIMMDA,PSL AA,7Y,Zero coupon,1.65,1.65,1.65
Rating,FIMMDA,PSL AA,8Y,Zero coupon,1.66,1.66,1.66
Rating,FIMMDA,PSL AA,9Y,Zero coupon,1.64,1.64,1.64
Rating,FIMMDA,PSL AA,10Y,Zero coupon,1.63,1.63,1.63
Rating,FIMMDA,PSL AA-,6M,Zero coupon,1.88,1.88,1.88
Rating,FIMMDA,PSL AA-,1Y,Zero coupon,1.79,1.79,1.79
Rating,FIMMDA,PSL AA-,2Y,Zero coupon,1.92,1.92,1.92
Rating,FIMMDA,PSL AA-,3Y,Zero coupon,1.99,1.99,1.99
Rating,FIMMDA,PSL AA-,4Y,Zero coupon,2.01,2.01,2.01
Rating,FIMMDA,PSL AA-,5Y,Zero coupon,2.04,2.04,2.04
Rating,FIMMDA,PSL AA-,6Y,Zero coupon,1.99,1.99,1.99
Rating,FIMMDA,PSL AA-,7Y,Zero coupon,1.97,1.97,1.97
Rating,FIMMDA,PSL AA-,8Y,Zero coupon,1.99,1.99,1.99
Rating,FIMMDA,PSL AA-,9Y,Zero coupon,2.0,2.0,2.0
Rating,FIMMDA,PSL AA-,10Y,Zero coupon,1.99,1.99,1.99
Rating,FIMMDA,PSL A+,6M,Zero coupon,2.38,2.38,2.38
Rating,FIMMDA,PSL A+,1Y,Zero coupon,2.29,2.29,2.29
Rating,FIMMDA,PSL A+,2Y,Zero coupon,2.42,2.42,2.42
Rating,FIMMDA,PSL A+,3Y,Zero coupon,2.49,2.49,2.49
Rating,FIMMDA,PSL A+,4Y,Zero coupon,2.51,2.51,2.51
Rating,FIMMDA,PSL A+,5Y,Zero coupon,2.54,2.54,2.54
Rating,FIMMDA,PSL A+,6Y,Zero coupon,2.5,2.5,2.5
Rating,FIMMDA,PSL A+,7Y,Zero coupon,2.47,2.47,2.47
Rating,FIMMDA,PSL A+,8Y,Zero coupon,2.5,2.5,2.5
Rating,FIMMDA,PSL A+,9Y,Zero coupon,2.5,2.5,2.5
Rating,FIMMDA,PSL A+,10Y,Zero coupon,2.49,2.49,2.49
Rating,FIMMDA,PSL A,6M,Zero coupon,3.13,3.13,3.13
Rating,FIMMDA,PSL A,1Y,Zero coupon,3.04,3.04,3.04
Rating,FIMMDA,PSL A,2Y,Zero coupon,3.17,3.17,3.17
Rating,FIMMDA,PSL A,3Y,Zero coupon,3.25,3.25,3.25
Rating,FIMMDA,PSL A,4Y,Zero coupon,3.26,3.26,3.26
Rating,FIMMDA,PSL A,5Y,Zero coupon,3.29,3.29,3.29
Rating,FIMMDA,PSL A,6Y,Zero coupon,3.25,3.25,3.25
Rating,FIMMDA,PSL A,7Y,Zero coupon,3.23,3.23,3.23
Rating,FIMMDA,PSL A,8Y,Zero coupon,3.26,3.26,3.26
Rating,FIMMDA,PSL A,9Y,Zero coupon,3.26,3.26,3.26
Rating,FIMMDA,PSL A,10Y,Zero coupon,3.25,3.25,3.25
Rating,FIMMDA,PSL A-,6M,Zero coupon,3.63,3.63,3.63
Rating,FIMMDA,PSL A-,1Y,Zero coupon,3.54,3.54,3.54
Rating,FIMMDA,PSL A-,2Y,Zero coupon,3.67,3.67,3.67
Rating,FIMMDA,PSL A-,3Y,Zero coupon,3.75,3.75,3.75
Rating,FIMMDA,PSL A-,4Y,Zero coupon,3.77,3.77,3.77
Rating,FIMMDA,PSL A-,5Y,Zero coupon,3.79,3.79,3.79
Rating,FIMMDA,PSL A-,6Y,Zero coupon,3.75,3.75,3.75
Rating,FIMMDA,PSL A-,7Y,Zero coupon,3.73,3.73,3.73
Rating,FIMMDA,PSL A-,8Y,Zero coupon,3.76,3.76,3.76
Rating,FIMMDA,PSL A-,9Y,Zero coupon,3.76,3.76,3.76
Rating,FIMMDA,PSL A-,10Y,Zero coupon,3.75,3.75,3.75
Rating,FIMMDA,PSL BBB+,6M,Zero coupon,3.63,3.63,3.63
Rating,FIMMDA,PSL BBB+,1Y,Zero coupon,3.54,3.54,3.54
Rating,FIMMDA,PSL BBB+,2Y,Zero coupon,3.67,3.67,3.67
Rating,FIMMDA,PSL BBB+,3Y,Zero coupon,3.75,3.75,3.75
Rating,FIMMDA,PSL BBB+,4Y,Zero coupon,3.77,3.77,3.77
Rating,FIMMDA,PSL BBB+,5Y,Zero coupon,3.79,3.79,3.79
Rating,FIMMDA,PSL BBB+,6Y,Zero coupon,3.75,3.75,3.75
Rating,FIMMDA,PSL BBB+,7Y,Zero coupon,3.73,3.73,3.73
Rating,FIMMDA,PSL BBB+,8Y,Zero coupon,3.76,3.76,3.76
Rating,FIMMDA,PSL BBB+,9Y,Zero coupon,3.76,3.76,3.76
Rating,FIMMDA,PSL BBB+,10Y,Zero coupon,3.75,3.75,3.75
Rating,FIMMDA,PSL BBB,6M,Zero coupon,3.88,3.88,3.88
Rating,FIMMDA,PSL BBB,1Y,Zero coupon,3.79,3.79,3.79
Rating,FIMMDA,PSL BBB,2Y,Zero coupon,3.92,3.92,3.92
Rating,FIMMDA,PSL BBB,3Y,Zero coupon,4.0,4.0,4.0
Rating,FIMMDA,PSL BBB,4Y,Zero coupon,4.02,4.02,4.02
Rating,FIMMDA,PSL BBB,5Y,Zero coupon,4.04,4.04,4.04
Rating,FIMMDA,PSL BBB,6Y,Zero coupon,4.0,4.0,4.0
Rating,FIMMDA,PSL BBB,7Y,Zero coupon,3.98,3.98,3.98
