type,subType,label,maturity,nature,spreadAsk,spreadBid,spreadMid
Rating,FIMMDA,CORP,6Y,Asset Swap,362,362,362
Rating,FIMMDA,CORP,7Y,Asset Swap,361,361,361
Rating,FIMMDA,CORP,8Y,Asset Swap,367,367,367
Rating,FIMMDA,CORP,9Y,Asset Swap,366,366,366
Rating,FIMMDA,CORP,10Y,Asset Swap,369,369,369
Rating,FIMMDA,CORP,6M,Asset Swap,341,341,341
Rating,FIMMDA,CORP,1Y,Asset Swap,332,332,332
Rating,FIMMDA,CORP,2Y,Asset Swap,343,343,343
Rating,FIMMDA,CORP,3Y,Asset Swap,350,350,350
Rating,FIMMDA,CORP,4Y,Asset Swap,356,356,356
Rating,FIMMDA,CORP,5Y,Asset Swap,363,363,363
Rating,FIMMDA,CORP,6Y,Asset Swap,362,362,362
Rating,FIMMDA,CORP,7Y,Asset Swap,361,361,361
Rating,FIMMDA,CORP,8Y,Asset Swap,367,367,367
Rating,FIMMDA,CORP,9Y,Asset Swap,366,366,366
Rating,FIMMDA,CORP,10Y,Asset Swap,369,369,369
Rating,FIMMDA,CORP,6M,Asset Swap,366,366,366
Rating,FIMMDA,CORP,1Y,Asset Swap,357,357,357
Rating,FIMMDA,CORP,2Y,Asset Swap,368,368,368
Rating,FIMMDA,CORP,3Y,Asset Swap,375,375,375
Rating,FIMMDA,CORP,4Y,Asset Swap,381,381,381
Rating,FIMMDA,CORP,5Y,Asset Swap,389,389,389
Rating,FIMMDA,CORP,6Y,Asset Swap,387,387,387
Rating,FIMMDA,CORP,7Y,Asset Swap,386,386,386
Rating,FIMMDA,CORP,8Y,Asset Swap,392,392,392
Rating,FIMMDA,CORP,9Y,Asset Swap,392,392,392
Rating,FIMMDA,CORP,10Y,Asset Swap,394,394,394
Rating,FIMMDA,CORP,6M,Asset Swap,441,441,441
Rating,FIMMDA,CORP,1Y,Asset Swap,432,432,432
Rating,FIMMDA,CORP,2Y,Asset Swap,443,443,443
Rating,FIMMDA,CORP,3Y,Asset Swap,450,450,450
Rating,FIMMDA,CORP,4Y,Asset Swap,456,456,456
Rating,FIMMDA,CORP,5Y,Asset Swap,464,464,464
Rating,FIMMDA,CORP,6Y,Asset Swap,462,462,462
Rating,FIMMDA,CORP,7Y,Asset Swap,461,461,461
Rating,FIMMDA,CORP,8Y,Asset Swap,468,468,468
Rating,FIMMDA,CORP,9Y,Asset Swap,467,467,467
Rating,FIMMDA,CORP,10Y,Asset Swap,470,470,470
Rating,FIMMDA,CORP,6M,Asset Swap,516.1,516.1,516.1
Rating,FIMMDA,CORP,1Y,Asset Swap,507.0,507.0,507.0
Rating,FIMMDA,CORP,2Y,Asset Swap,518.0,518.0,518.0
Rating,FIMMDA,CORP,3Y,Asset Swap,525.0,525.0,525.0
Rating,FIMMDA,CORP,4Y,Asset Swap,531.0,531.0,531.0
Rating,FIMMDA,CORP,5Y,Asset Swap,539.0,539.0,539.0
Rating,FIMMDA,CORP,6Y,Asset Swap,537.0,537.0,537.0
Rating,FIMMDA,CORP,7Y,Asset Swap,536.0,536.0,536.0
Rating,FIMMDA,CORP,8Y,Asset Swap,544.0,544.0,544.0
Rating,FIMMDA,CORP,9Y,Asset Swap,542.0,542.0,542.0
Rating,FIMMDA,CORP,10Y,Asset Swap,546.0,546.0,546.0
Rating,FIMMDA,CORP,6M,Asset Swap,591.1,591.1,591.1
Rating,FIMMDA,CORP,1Y,Asset Swap,582.0,582.0,582.0
Rating,FIMMDA,CORP,2Y,Asset Swap,593.0,593.0,593.0
Rating,FIMMDA,CORP,3Y,Asset Swap,600.0,600.0,600.0
