type,subType,label,maturity,nature,spreadAsk,spreadBid,spreadMid
Rating,FIMMDA,PSU Unrated,4Y,Asset Swap,330.0,330.0,330.0
Rating,FIMMDA,PSU Unrated,5Y,Asset Swap,328.6,328.6,328.6
Rating,FIMMDA,PSU Unrated,6Y,Asset Swap,332.5,332.5,332.5
Rating,FIMMDA,PSU Unrated,7Y,Asset Swap,336.5,336.5,336.5
Rating,FIMMDA,PSU Unrated,8Y,Asset Swap,335.0,335.0,335.0
Rating,FIMMDA,PSU Unrated,9Y,Asset Swap,332.5,332.5,332.5
Rating,FIMMDA,PSU Unrated,10Y,Asset Swap,330.8,330.8,330.8
Rating,FIMMDA,PSU Unrated,15Y,Asset Swap,289.9,289.9,289.9
Rating,FIMMDA,NBFC AAA,6M,Asset Swap,114,114,114
Rating,FIMMDA,NBFC AAA,1Y,Asset Swap,105,105,105
Rating,FIMMDA,NBFC AAA,2Y,Asset Swap,117,117,117
Rating,FIMMDA,NBFC AAA,3Y,Asset Swap,124,124,124
Rating,FIMMDA,NBFC AAA,4Y,Asset Swap,119,119,119
Rating,FIMMDA,NBFC AAA,5Y,Asset Swap,115,115,115
Rating,FIMMDA,NBFC AAA,6Y,Asset Swap,112,112,112
Rating,FIMMDA,NBFC AAA,7Y,Asset Swap,108,108,108
Rating,FIMMDA,NBFC AAA,8Y,Asset Swap,108,108,108
Rating,FIMMDA,NBFC AAA,9Y,Asset Swap,107,107,107
Rating,FIMMDA,NBFC AAA,10Y,Asset Swap,107,107,107
Rating,FIMMDA,NBFC AAA,15Y,Asset Swap,74,74,74
Rating,FIMMDA,NBFC AA+,6M,Asset Swap,136,136,136
Rating,FIMMDA,NBFC AA+,1Y,Asset Swap,127,127,127
Rating,FIMMDA,NBFC AA+,2Y,Asset Swap,136,136,136
Rating,FIMMDA,NBFC AA+,3Y,Asset Swap,139,139,139
Rating,FIMMDA,NBFC AA+,4Y,Asset Swap,142,142,142
Rating,FIMMDA,NBFC AA+,5Y,Asset Swap,145,145,145
Rating,FIMMDA,NBFC AA+,6Y,Asset Swap,141,141,141
Rating,FIMMDA,NBFC AA+,7Y,Asset Swap,137,137,137
Rating,FIMMDA,NBFC AA+,8Y,Asset Swap,136,136,136
Rating,FIMMDA,NBFC AA+,9Y,Asset Swap,135,135,135
Rating,FIMMDA,NBFC AA+,10Y,Asset Swap,135,135,135
Rating,FIMMDA,NBFC AA+,15Y,Asset Swap,100,100,100
Rating,FIMMDA,NBFC AA,6M,Asset Swap,161,161,161
Rating,FIMMDA,NBFC AA,1Y,Asset Swap,152,152,152
Rating,FIMMDA,NBFC AA,2Y,Asset Swap,163,163,163
Rating,FIMMDA,NBFC AA,3Y,Asset Swap,168,168,168
Rating,FIMMDA,NBFC AA,4Y,Asset Swap,171,171,171
Rating,FIMMDA,NBFC AA,5Y,Asset Swap,174,174,174
Rating,FIMMDA,NBFC AA,6Y,Asset Swap,170,170,170
Rating,FIMMDA,NBFC AA,7Y,Asset Swap,166,166,166
Rating,FIMMDA,NBFC AA,8Y,Asset Swap,165,165,165
Rating,FIMMDA,NBFC AA,9Y,Asset Swap,164,164,164
Rating,FIMMDA,NBFC AA,10Y,Asset Swap,164,164,164
Rating,FIMMDA,NBFC AA,15Y,Asset Swap,130,130,130
Rating,FIMMDA,NBFC AA-,6M,Asset Swap,188,188,188
Rating,FIMMDA,NBFC AA-,1Y,Asset Swap,179,179,179
Rating,FIMMDA,NBFC AA-,2Y,Asset Swap,191,191,191
Rating,FIMMDA,NBFC AA-,3Y,Asset Swap,198,198,198
Rating,FIMMDA,NBFC AA-,4Y,Asset Swap,200,200,200
Rating,FIMMDA,NBFC AA-,5Y,Asset Swap,202,202,202
Rating,FIMMDA,NBFC AA-,6Y,Asset Swap,199,199,199
Rating,FIMMDA,NBFC AA-,7Y,Asset Swap,197,197,197
Rating,FIMMDA,NBFC AA-,8Y,Asset Swap,197,197,197
Rating,FIMMDA,NBFC AA-,9Y,Asset Swap,198,198,198
Rating,FIMMDA,NBFC AA-,10Y,Asset Swap,198,198,198
Rating,FIMMDA,NBFC AA-,15Y,Asset Swap,170,170,170
Rating,FIMMDA,NBFC A+,6M,Asset Swap,238,238,238
Rating,FIMMDA,NBFC A+,1Y,Asset Swap,229,229,229
Rating,FIMMDA,NBFC A+,2Y,Asset Swap,241,241,241
Rating,FIMMDA,NBFC A+,3Y,Asset Swap,248,248,248
Rating,FIMMDA,NBFC A+,4Y,Asset Swap,250,250,250
Rating,FIMMDA,NBFC A+,5Y,Asset Swap,252,252,252
Rating,FIMMDA,NBFC A+,6Y,Asset Swap,249,249,249
Rating,FIMMDA,NBFC A+,7Y,Asset Swap,247,247,247
Rating,FIMMDA,NBFC A+,8Y,Asset Swap,247,247,247
Rating,FIMMDA,NBFC A+,9Y,Asset Swap,248,248,248
Rating,FIMMDA,NBFC A+,10Y,Asset Swap,248,248,248
Rating,FIMMDA,NBFC A+,15Y,Asset Swap,220,220,220
Rating,FIMMDA,NBFC A,6M,Asset Swap,313,313,313
Rating,FIMMDA,NBFC A,1Y,Asset Swap,304,304,304
Rating,FIMMDA,NBFC A,2Y,Asset Swap,316,316,316
Rating,FIMMDA,NBFC A,3Y,Asset Swap,323,323,323
Rating,FIMMDA,NBFC A,4Y,Asset Swap,325,325,325
Rating,FIMMDA,NBFC A,5Y,Asset Swap,327,327,327
Rating,FIMMDA,NBFC A,6Y,Asset Swap,324,324,324
Rating,FIMMDA,NBFC A,7Y,Asset Swap,322,322,322
Rating,FIMMDA,NBFC A,8Y,Asset Swap,322,322,322
Rating,FIMMDA,NBFC A,9Y,Asset Swap,323,323,323
Rating,FIMMDA,NBFC A,10Y,Asset Swap,323,323,323
Rating,FIMMDA,NBFC A,15Y,Asset Swap,295,295,295
Rating,FIMMDA,NBFC A-,6M,Asset Swap,363,363,363
Rating,FIMMDA,NBFC A-,1Y,Asset Swap,354,354,354
Rating,FIMMDA,NBFC A-,2Y,Asset Swap,366,366,366
Rating,FIMMDA,NBFC A-,3Y,Asset Swap,373,373,373
Rating,FIMMDA,NBFC A-,4Y,Asset Swap,375,375,375
Rating,FIMMDA,NBFC A-,5Y,Asset Swap,377,377,377
Rating,FIMMDA,NBFC A-,6Y,Asset Swap,374,374,374
Rating,FIMMDA,NBFC A-,7Y,Asset Swap,372,372,372
Rating,FIMMDA,NBFC A-,8Y,Asset Swap,372,372,372
Rating,FIMMDA,NBFC A-,9Y,Asset Swap,373,373,373
Rating,FIMMDA,NBFC A-,10Y,Asset Swap,373,373,373
Rating,FIMMDA,NBFC A-,15Y,Asset Swap,345,345,345
Rating,FIMMDA,NBFC BBB+,6M,Asset Swap,363,363,363
Rating,FIMMDA,NBFC BBB+,1Y,Asset Swap,354,354,354
Rating,FIMMDA,NBFC BBB+,2Y,Asset Swap,366,366,366
Rating,FIMMDA,NBFC BBB+,3Y,Asset Swap,373,373,373
Rating,FIMMDA,NBFC BBB+,4Y,Asset Swap,375,375,375
Rating,FIMMDA,NBFC BBB+,5Y,Asset Swap,377,377,377
Rating,FIMMDA,NBFC BBB+,6Y,Asset Swap,374,374,374
Rating,FIMMDA,NBFC BBB+,7Y,Asset Swap,372,372,372
Rating,FIMMDA,NBFC BBB+,8Y,Asset Swap,372,372,372
Rating,FIMMDA,NBFC BBB+,9Y,Asset Swap,373,373,373
Rating,FIMMDA,NBFC BBB+,10Y,Asset Swap,373,373,373
Rating,FIMMDA,NBFC BBB+,15Y,Asset Swap,345,345,345
Rating,FIMMDA,NBFC BBB,6M,Asset Swap,388,388,388
Rating,FIMMDA,NBFC BBB,1Y,Asset Swap,379,379,379
Rating,FIMMDA,NBFC BBB,2Y,Asset Swap,391,391,391
Rating,FIMMDA,NBFC BBB,3Y,Asset Swap,398,398,398
Rating,FIMMDA,NBFC BBB,4Y,Asset Swap,400,400,400
Rating,FIMMDA,NBFC BBB,5Y,Asset Swap,402,402,402
Rating,FIMMDA,NBFC BBB,6Y,Asset Swap,399,399,399
Rating,FIMMDA,NBFC BBB,7Y,Asset Swap,397,397,397
Rating,FIMMDA,NBFC BBB,8Y,Asset Swap,397,397,397
Rating,FIMMDA,NBFC BBB,9Y,Asset Swap,398,398,398
Rating,FIMMDA,NBFC BBB,10Y,Asset Swap,398,398,398
Rating,FIMMDA,NBFC BBB,15Y,Asset Swap,370,370,370
Rating,FIMMDA,NBFC BBB-,6M,Asset Swap,438,438,438
Rating,FIMMDA,NBFC BBB-,1Y,Asset Swap,429,429,429
Rating,FIMMDA,NBFC BBB-,2Y,Asset Swap,441,441,441
Rating,FIMMDA,NBFC BBB-,3Y,Asset Swap,448,448,448
Rating,FIMMDA,NBFC BBB-,4Y,Asset Swap,450,450,450
Rating,FIMMDA,NBFC BBB-,5Y,Asset Swap,452,452,452
Rating,FIMMDA,NBFC BBB-,6Y,Asset Swap,449,449,449
Rating,FIMMDA,NBFC BBB-,7Y,Asset Swap,447,447,447
Rating,FIMMDA,NBFC BBB-,8Y,Asset Swap,447,447,447
Rating,FIMMDA,NBFC BBB-,9Y,Asset Swap,448,448,448
Rating,FIMMDA,NBFC BBB-,10Y,Asset Swap,448,448,448
Rating,FIMMDA,NBFC BBB-,15Y,Asset Swap,420,420,420
Rating,FIMMDA,NBFC BB+,6M,Asset Swap,488.1,488.1,488.1
Rating,FIMMDA,NBFC BB+,1Y,Asset Swap,479.3,479.3,479.3
Rating,FIMMDA,NBFC BB+,2Y,Asset Swap,491.3,491.3,491.3
Rating,FIMMDA,NBFC BB+,3Y,Asset Swap,498.5,498.5,498.5
Rating,FIMMDA,NBFC BB+,4Y,Asset Swap,500.0,500.0,500.0
Rating,FIMMDA,NBFC BB+,5Y,Asset Swap,502.2,502.2,502.2
Rating,FIMMDA,NBFC BB+,6Y,Asset Swap,499.0,499.0,499.0
Rating,FIMMDA,NBFC BB+,7Y,Asset Swap,496.7,496.7,496.7
Rating,FIMMDA,NBFC BB+,8Y,Asset Swap,497.0,497.0,497.0
Rating,FIMMDA,NBFC BB+,9Y,Asset Swap,498.0,498.0,498.0
Rating,FIMMDA,NBFC BB+,10Y,Asset Swap,497.9,497.9,497.9
Rating,FIMMDA,NBFC BB+,15Y,Asset Swap,470.1,470.1,470.1
Rating,FIMMDA,NBFC BB,6M,Asset Swap,538.1,538.1,538.1
Rating,FIMMDA,NBFC BB,1Y,Asset Swap,529.3,529.3,529.3
Rating,FIMMDA,NBFC BB,2Y,Asset Swap,541.3,541.3,541.3
Rating,FIMMDA,NBFC BB,3Y,Asset Swap,548.5,548.5,548.5
Rating,FIMMDA,NBFC BB,4Y,Asset Swap,550.0,550.0,550.0
Rating,FIMMDA,NBFC BB,5Y,Asset Swap,552.2,552.2,552.2
Rating,FIMMDA,NBFC BB,6Y,Asset Swap,549.0,549.0,549.0
Rating,FIMMDA,NBFC BB,7Y,Asset Swap,546.7,546.7,546.7
Rating,FIMMDA,NBFC BB,8Y,Asset Swap,547.0,547.0,547.0
Rating,FIMMDA,NBFC BB,9Y,Asset Swap,548.0,548.0,548.0
Rating,FIMMDA,NBFC BB,10Y,Asset Swap,547.9,547.9,547.9
Rating,FIMMDA,NBFC BB,15Y,Asset Swap,520.1,520.1,520.1
Rating,FIMMDA,NBFC Unrated,6M,Asset Swap,547.6,547.6,547.6
Rating,FIMMDA,NBFC Unrated,1Y,Asset Swap,536.6,536.6,536.6
Rating,FIMMDA,NBFC Unrated,2Y,Asset Swap,551.6,551.6,551.6
Rating,FIMMDA,NBFC Unrated,3Y,Asset Swap,560.6,560.6,560.6
Rating,FIMMDA,NBFC Unrated,4Y,Asset Swap,562.5,562.5,562.5
Rating,FIMMDA,NBFC Unrated,5Y,Asset Swap,565.3,565.3,565.3
Rating,FIMMDA,NBFC Unrated,6Y,Asset Swap,561.3,561.3,561.3
Rating,FIMMDA,NBFC Unrated,7Y,Asset Swap,558.4,558.4,558.4
Rating,FIMMDA,NBFC Unrated,8Y,Asset Swap,558.8,558.8,558.8
Rating,FIMMDA,NBFC Unrated,9Y,Asset Swap,560.0,560.0,560.0
Rating,FIMMDA,NBFC Unrated,10Y,Asset Swap,559.9,559.9,559.9
Rating,FIMMDA,NBFC Unrated,15Y,Asset Swap,525.1,525.1,525.1
Rating,FIMMDA,CORP AAA,6M,Asset Swap,77,77,77
Rating,FIMMDA,CORP AAA,1Y,Asset Swap,68,68,68
Rating,FIMMDA,CORP AAA,2Y,Asset Swap,84,84,84
Rating,FIMMDA,CORP AAA,3Y,Asset Swap,94,94,94
Rating,FIMMDA,CORP AAA,4Y,Asset Swap,96,96,96
Rating,FIMMDA,CORP AAA,5Y,Asset Swap,98,98,98
Rating,FIMMDA,CORP AAA,6Y,Asset Swap,96,96,96
Rating,FIMMDA,CORP AAA,7Y,Asset Swap,93,93,93
Rating,FIMMDA,CORP AAA,8Y,Asset Swap,94,94,94
Rating,FIMMDA,CORP AAA,9Y,Asset Swap,94,94,94
Rating,FIMMDA,CORP AAA,10Y,Asset Swap,95,95,95
Rating,FIMMDA,CORP AAA,15Y,Asset Swap,67,67,67
Rating,FIMMDA,CORP AA+,6M,Asset Swap,106,106,106
Rating,FIMMDA,CORP AA+,1Y,Asset Swap,97,97,97
Rating,FIMMDA,CORP AA+,2Y,Asset Swap,111,111,111
Rating,FIMMDA,CORP AA+,3Y,Asset Swap,120,120,120
Rating,FIMMDA,CORP AA+,4Y,Asset Swap,122,122,122
Rating,FIMMDA,CORP AA+,5Y,Asset Swap,123,123,123
Rating,FIMMDA,CORP AA+,6Y,Asset Swap,121,121,121
Rating,FIMMDA,CORP AA+,7Y,Asset Swap,119,119,119
Rating,FIMMDA,CORP AA+,8Y,Asset Swap,120,120,120
Rating,FIMMDA,CORP AA+,9Y,Asset Swap,121,121,121
Rating,FIMMDA,CORP AA+,10Y,Asset Swap,122,122,122
Rating,FIMMDA,CORP AA+,15Y,Asset Swap,97,97,97
Rating,FIMMDA,CORP AA,6M,Asset Swap,131,131,131
Rating,FIMMDA,CORP AA,1Y,Asset Swap,123,123,123
Rating,FIMMDA,CORP AA,2Y,Asset Swap,136,136,136
Rating,FIMMDA,CORP AA,3Y,Asset Swap,145,145,145
Rating,FIMMDA,CORP AA,4Y,Asset Swap,148,148,148
Rating,FIMMDA,CORP AA,5Y,Asset Swap,150,150,150
Rating,FIMMDA,CORP AA,6Y,Asset Swap,148,148,148
Rating,FIMMDA,CORP AA,7Y,Asset Swap,145,145,145
Rating,FIMMDA,CORP AA,8Y,Asset Swap,146,146,146
Rating,FIMMDA,CORP AA,9Y,Asset Swap,147,147,147
Rating,FIMMDA,CORP AA,10Y,Asset Swap,147,147,147
Rating,FIMMDA,CORP AA,15Y,Asset Swap,121,121,121
Rating,FIMMDA,CORP AA-,6M,Asset Swap,166,166,166
Rating,FIMMDA,CORP AA-,1Y,Asset Swap,157,157,157
Rating,FIMMDA,CORP AA-,2Y,Asset Swap,168,168,168
Rating,FIMMDA,CORP AA-,3Y,Asset Swap,174,174,174
Rating,FIMMDA,CORP AA-,4Y,Asset Swap,179,179,179
Rating,FIMMDA,CORP AA-,5Y,Asset Swap,185,185,185
Rating,FIMMDA,CORP AA-,6Y,Asset Swap,184,184,184
Rating,FIMMDA,CORP AA-,7Y,Asset Swap,183,183,183
Rating,FIMMDA,CORP AA-,8Y,Asset Swap,185,185,185
Rating,FIMMDA,CORP AA-,9Y,Asset Swap,186,186,186
Rating,FIMMDA,CORP AA-,10Y,Asset Swap,188,188,188
Rating,FIMMDA,CORP AA-,15Y,Asset Swap,168,168,168
Rating,FIMMDA,CORP A+,6M,Asset Swap,266,266,266
Rating,FIMMDA,CORP A+,1Y,Asset Swap,257,257,257
Rating,FIMMDA,CORP A+,2Y,Asset Swap,268,268,268
Rating,FIMMDA,CORP A+,3Y,Asset Swap,274,274,274
Rating,FIMMDA,CORP A+,4Y,Asset Swap,279,279,279
Rating,FIMMDA,CORP A+,5Y,Asset Swap,285,285,285
Rating,FIMMDA,CORP A+,6Y,Asset Swap,284,284,284
Rating,FIMMDA,CORP A+,7Y,Asset Swap,283,283,283
Rating,FIMMDA,CORP A+,8Y,Asset Swap,285,285,285
Rating,FIMMDA,CORP A+,9Y,Asset Swap,286,286,286
Rating,FIMMDA,CORP A+,10Y,Asset Swap,288,288,288
Rating,FIMMDA,CORP A+,15Y,Asset Swap,268,268,268
Rating,FIMMDA,CORP A,6M,Asset Swap,291,291,291
Rating,FIMMDA,CORP A,1Y,Asset Swap,282,282,282
Rating,FIMMDA,CORP A,2Y,Asset Swap,293,293,293
Rating,FIMMDA,CORP A,3Y,Asset Swap,299,299,299
Rating,FIMMDA,CORP A,4Y,Asset Swap,304,304,304
Rating,FIMMDA,CORP A,5Y,Asset Swap,310,310,310
Rating,FIMMDA,CORP A,6Y,Asset Swap,309,309,309
Rating,FIMMDA,CORP A,7Y,Asset Swap,308,308,308
Rating,FIMMDA,CORP A,8Y,Asset Swap,310,310,310
Rating,FIMMDA,CORP A,9Y,Asset Swap,311,311,311
Rating,FIMMDA,CORP A,10Y,Asset Swap,313,313,313
Rating,FIMMDA,CORP A,15Y,Asset Swap,293,293,293
Rating,FIMMDA,CORP A-,6M,Asset Swap,341,341,341
